index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,
5730,PSQ,ProShares Short QQQ,USD,NYSE Arca,,PSQ was created on 06/19/06 by ProShares. The ETF provides inverse exposure to a modified market-cap-weighted index of 100 of the largest nonfinancial issues listed on NASDAQ.,0,,6/19/2006,ProShares Short QQQ,ETF,[],[],15.67,434828625,ProShares Short QQQ,$,ProShares Short QQQ,ProShares Short QQQ,
5731,REK,ProShares Short Real Estate,USD,NYSE Arca,,"REK was created on 03/18/10 by ProShares. The ETF provides inverse exposure to a market-cap weighted index of large US real estate companies, including REITs.",0,,3/18/2010,ProShares Short Real Estate,ETF,[],[],11.62,8392020,ProShares Short Real Estate,$,ProShares Short Real Estate ETF,ProShares Short Real Estate ETF,
5732,RWM,ProShares Short Russell2000,USD,NYSE Arca,,RWM was created on 01/23/07 by ProShares. The ETF provides inverse exposure to a market-cap-weighted index of US small-cap companies.,0,,1/23/2007,ProShares Short Russell2000,ETF,[],[],29.17,303062279,ProShares Short Russell2000,$,ProShares Short Russell 2000 ETF,ProShares Short Russell 2000 ETF,
5733,SH,ProShares Short S&P500,USD,NYSE Arca,,SH was created on 06/19/06 by ProShares. The ETF provides inverse exposure to a market-cap-weighted index of 500 large- and mid-cap US firms selected by the S&P Index Committee.,0,,6/19/2006,ProShares Short S&P500,ETF,[],[],18.98,1771411877,ProShares Short S&P500,$,ProShares Short S&P 500 ETF,ProShares Short S&P 500 ETF,
5734,SBB,ProShares Short SmallCap600,USD,NYSE Arca,,SBB was created on 01/23/07 by ProShares. The ETF provides inverse exposure to a market-cap-weighted index of 600 US small-cap companies.,0,,1/23/2007,ProShares Short SmallCap600,ETF,[],[],25.08,5408351,ProShares Short SmallCap600,$,ProShares Short SmallCap 600 ETF,ProShares Short SmallCap 600 ETF,
3658,UJAN,Innovator S&P 500 Ultra Buffer ETF January,USD,ETF,,UJAN was created on 01/02/19 by Innovator. The ETF aims for specific buffered losses and capped gains on the S&P 500 over a specific holdings period. The actively-managed fund holds options and collateral.,0,,1/2/2019,Innovator S&P 500 Ultra Buffer ETF January,ETF,,,29.35,0,Innovator S&P 500 Ultra Buffer ETF January,$,Innovator S&P 500 Ultra Buffer ETF - January,Innovator S&P 500 Ultra Buffer ETF - January,
5736,SVXY,ProShares Short VIX Short Term Futures,USD,NYSE Arca,,SVXY was created on 10/03/11 by ProShares. The ETF provides inverse exposure to an index comprising first- and second-month VIX future positions resulting in a weighted average maturity of 1 month.,0,,10/3/2011,ProShares Short VIX Short Term Futures,ETF,[],[],39.57,465152031,ProShares Short VIX Short Term Futures,$,ProShares Short VIX Short-Term Futures,ProShares Short VIX Short-Term Futures,
3753,IMFD,Invesco Multi-Factor Defensive Core Fixed Income ETF,USD,ETF,,,0,,,Invesco Multi-Factor Defensive Core Fixed Income ETF,ETF,,,24.97,0,Invesco Multi-Factor Defensive Core Fixed Income ETF,$,0,Invesco Multi-Factor Defensive Core Fixed Income ETF,
5738,UVXY,ProShares Trust Ultra VIX Short Term Futures,USD,NYSE Arca,,UVXY was created on 10/03/11 by ProShares. The ETF provides 1.5x leveraged exposure to an index comprising first- and second-month VIX futures positions with a weighted average maturity of 1 month.,0,,10/3/2011,ProShares Trust Ultra VIX Short Term Futures,ETF,[],[],13.06,592830603,ProShares Trust Ultra VIX Short Term Futures,$,ProShares Ultra VIX Short-Term Futures ETF,ProShares Ultra VIX Short-Term Futures ETF,
5739,VIXM,ProShares Trust VIX Mid-Term Futures,USD,NYSE Arca,,VIXM was created on 01/04/11 by ProShares. The ETF tracks an index of futures contracts on the CBOE Volatility Index with an average of 5 months until maturity. Exposure resets daily.,0,,1/4/2011,ProShares Trust VIX Mid-Term Futures,ETF,[],[],36.18,48560463,ProShares Trust VIX Mid-Term Futures,$,ProShares VIX Mid-Term Futures ETF,ProShares VIX Mid-Term Futures ETF,
5740,VIXY,ProShares Trust VIX Short-Term Futures,USD,NYSE Arca,,VIXY was created on 01/03/11 by ProShares. The ETF tracks an index with exposure to futures contracts on the CBOE Volatility Index with average 1-month maturity. Exposure resets daily.,0,,1/3/2011,ProShares Trust VIX Short-Term Futures,ETF,[],[],15.62,202059631,ProShares Trust VIX Short-Term Futures,$,ProShares VIX Short-Term Futures ETF,ProShares VIX Short-Term Futures ETF,
5741,UBT,ProShares Ultra 20+ Year Treasury,USD,NYSE Arca,,UBT was created on 01/19/10 by ProShares. The ETF provides 2x exposure to a market-value-weighted index of US Treasury securities with remaining maturities greater than 20 years.,0,,1/19/2010,ProShares Ultra 20+ Year Treasury,ETF,[],[],60.27,27314000,ProShares Ultra 20+ Year Treasury,$,ProShares Ultra 20+ Year Treasury ETF,ProShares Ultra 20+ Year Treasury ETF,
5742,UST,ProShares Ultra 7-10 Year Treasury,USD,NYSE Arca,,UST was created on 01/19/10 by ProShares. The ETF provides 2x leveraged exposure to an index that tracks the daily performance of US Treasury bonds with remaining maturities between 7 and 10 years.,0,,1/19/2010,ProShares Ultra 7-10 Year Treasury,ETF,[],[],73.0981,25571115,ProShares Ultra 7-10 Year Treasury,$,ProShares Ultra 7-10 Year Treasury ETF,ProShares Ultra 7-10 Year Treasury ETF,
5743,UYM,ProShares Ultra Basic Materials,USD,NYSE Arca,,"UYM was created on 01/30/07 by ProShares. The ETF provides 2x leveraged exposure to a market-cap-weighted index of companies in the basic materials sector that includes production of certain metals, chemicals and paper products.",0,,1/30/2007,ProShares Ultra Basic Materials,ETF,[],[],64.8109,47453250,ProShares Ultra Basic Materials,$,ProShares Ultra Basic Materials ETF,ProShares Ultra Basic Materials ETF,
5744,UCO,ProShares Ultra Bloomberg Crude Oil,USD,NYSE Arca,,UCO was created on 11/25/08 by ProShares. The ETF provides 2x the daily return of an index of futures contracts of WTI crude.,0,,11/25/2008,ProShares Ultra Bloomberg Crude Oil,ETF,[],[],28.97,418049682,ProShares Ultra Bloomberg Crude Oil,$,ProShares Ultra Bloomberg Crude Oil ETF,ProShares Ultra Bloomberg Crude Oil ETF,
5745,BOIL,ProShares Ultra Bloomberg Natural Gas,USD,NYSE Arca,,BOIL was created on 10/04/11 by ProShares. The ETF provides 2x the daily return of an index that measures the price performance of natural gas as reflected through publicly traded natural gas futures contracts.,0,,10/4/2011,ProShares Ultra Bloomberg Natural Gas,ETF,[],[],34.96,22811193,ProShares Ultra Bloomberg Natural Gas,$,ProShares Ultra Bloomberg Natural Gas ETF,ProShares Ultra Bloomberg Natural Gas ETF,
5746,XCOM,ProShares Ultra Communication Services Select Sector,USD,NYSE Arca,,,0,,,ProShares Ultra Communication Services Select Sector,ETF,,,62.5,0,ProShares Ultra Communication Services Select Sector,$,0,ProShares Ultra Communication Services Select Sector,
5747,UGE,ProShares Ultra Consumer Goods,USD,NYSE Arca,,"UGE was created on 01/30/07 by ProShares. The ETF provides 2x exposure to a market-cap weighted index of companies that produce consumer goods such as autos, household products, cosmetics, food and tobacco.",0,,1/30/2007,ProShares Ultra Consumer Goods,ETF,[],[],65.87,6637005,ProShares Ultra Consumer Goods,$,ProShares Ultra Consumer Goods,ProShares Ultra Consumer Goods,
5748,UCC,ProShares Ultra Consumer Services,USD,NYSE Arca,,UCC was created on 01/30/07 by ProShares. The ETF provides 2x exposure to a market-cap weighted index of companies offering consumer services.,0,,1/30/2007,ProShares Ultra Consumer Services,ETF,[],[],76.16,23956988,ProShares Ultra Consumer Services,$,ProShares Ultra Consumer Goods,ProShares Ultra Consumer Goods,
5749,DDM,ProShares Ultra Dow30,USD,NYSE Arca,,"DDM was created on 06/19/06 by ProShares. The ETF provides 2x leveraged exposure to the price-weighted Dow Jones Industrial Average, which includes 30 of the largest and most stable US companies.",0,,6/19/2006,ProShares Ultra Dow30,ETF,[],[],52.22,377271000,ProShares Ultra Dow30,$,ProShares Ultra Dow30,ProShares Ultra Dow30,
5750,ULE,ProShares Ultra Euro,USD,NYSE Arca,,ULE was created on 11/25/08 by ProShares. The ETF provides 2x the daily performance of the euro spot price against the US dollar.,0,,11/25/2008,ProShares Ultra Euro,ETF,[],[],14.7422,7220000,ProShares Ultra Euro,$,ProShares Ultra Euro ETF,ProShares Ultra Euro ETF,
5751,UYG,ProShares Ultra Financials,USD,NYSE Arca,,UYG was created on 01/30/07 by ProShares. The ETF provides 2x leveraged exposure to a market-cap-weighted index of US financial services companies.,0,,1/30/2007,ProShares Ultra Financials,ETF,[],[],37.15,807762427,ProShares Ultra Financials,$,ProShares Ultra Financials ETF,ProShares Ultra Financials ETF,
5752,XPP,ProShares Ultra FTSE China 50,USD,NYSE Arca,,XPP was created on 06/04/09 by ProShares. The ETF provides daily 2x exposure to a free-float-weighted index comprising 50 of the largest and most liquid Chinese stocks listed on the Hong Kong Stock Exchange.,0,,6/4/2009,ProShares Ultra FTSE China 50,ETF,[],[],74.19,47062500,ProShares Ultra FTSE China 50,$,ProShares Ultra FTSE China 50 ETF,ProShares Ultra FTSE China 50 ETF,
5753,UPV,ProShares Ultra FTSE Europe,USD,NYSE Arca,,UPV was created on 04/29/10 by ProShares. The ETF provides daily 2x exposure to a market-cap-weighted index that measures the equity performance of Europe's developed markets.,0,,4/29/2010,ProShares Ultra FTSE Europe,ETF,[],[],47.2851,7340220,ProShares Ultra FTSE Europe,$,0,ProShares Ultra FTSE Europe,
5754,UGL,ProShares Ultra Gold,USD,NYSE Arca,,"UGL was created on 12/03/08 by ProShares. The ETF provides 2x exposure to the daily performance of gold bullion as measured by the fixing price, in US dollars, for delivery in London.",0,,12/3/2008,ProShares Ultra Gold,ETF,[],[],65.98,72208500,ProShares Ultra Gold,$,ProShares Ultra Gold Fund,ProShares Ultra Gold Fund,
5755,GDXX,ProShares Ultra Gold Miners,USD,NYSE Arca,,,0,,,ProShares Ultra Gold Miners,ETF,[],[],33.89,11923059,ProShares Ultra Gold Miners,$,0,ProShares Ultra Gold Miners,
5756,RXL,ProShares Ultra Health Care,USD,NYSE Arca,,RXL was created on 01/30/07 by ProShares. The ETF provides 2x leveraged exposure to a cap-weighted index of US health care companies.,0,,1/30/2007,ProShares Ultra Health Care,ETF,[],[],143.018,157925250,ProShares Ultra Health Care,$,ProShares Ultra Health Care,ProShares Ultra Health Care,
5757,UJB,ProShares Ultra High Yield,USD,NYSE Arca,,UJB was created on 04/13/11 by ProShares. The ETF provides 2x exposure to a market-value-weighted index of USD-denominated high-yield corporate bonds with remaining maturities between 3 and 15 years.,0,,4/13/2011,ProShares Ultra High Yield,ETF,[],[],72.33,3485000,ProShares Ultra High Yield,$,ProShares Ultra High Yield Bond ETF,ProShares Ultra High Yield Bond ETF,
5758,UXI,ProShares Ultra Industrials,USD,NYSE Arca,,UXI was created on 01/30/07 by ProShares. The ETF provides daily 2x exposure to a market cap weighted index of US industrial companies.,0,,1/30/2007,ProShares Ultra Industrials,ETF,[],[],89.0832,25177393,ProShares Ultra Industrials,$,ProShares Ultra Industrials,ProShares Ultra Industrials,
5759,MVV,ProShares Ultra MidCap400,USD,NYSE Arca,,MVV was created on 06/19/06 by ProShares. The ETF provides daily 2x leveraged exposure to a market-cap weighted index of 400 companies with market caps between $517.9M and $13.4B.,0,,6/19/2006,ProShares Ultra MidCap400,ETF,[],[],39.87,145637250,ProShares Ultra MidCap400,$,ProShares Ultra MidCap 400 ETF,ProShares Ultra MidCap 400 ETF,
5760,UBR,ProShares Ultra MSCI Brazil Capped,USD,NYSE Arca,,"UBR was created on 04/29/10 by ProShares. The ETF provides daily 2x exposure to a market-cap-weighted index comprising large- and midcap companies operating in Brazil, capturing approximately 85% of the Brazilian equity market.",0,,4/29/2010,ProShares Ultra MSCI Brazil Capped,ETF,[],[],26.1,7837293,ProShares Ultra MSCI Brazil Capped,$,ProShares Ultra MSCI Brazil Capped ETF,ProShares Ultra MSCI Brazil Capped ETF,
5761,EFO,ProShares Ultra MSCI EAFE,USD,NYSE Arca,,"EFO was created on 06/04/09 by ProShares. The ETF provides daily 2x exposure to the MSCI EAFE Index, which represents 85% of the market capitalization of developed markets outside North America.",0,,6/4/2009,ProShares Ultra MSCI EAFE,ETF,[],[],38.79,7645120,ProShares Ultra MSCI EAFE,$,ProShares Ultra MSCI EAFE ETF,ProShares Ultra MSCI EAFE ETF,
5762,EET,ProShares Ultra MSCI Emerging Markets,USD,NYSE Arca,,EET was created on 06/04/09 by ProShares. The ETF provides 2x exposure to an index covering 85% of the market cap within emerging-market countries.,0,,6/4/2009,ProShares Ultra MSCI Emerging Markets,ETF,[],[],81.51,52719728,ProShares Ultra MSCI Emerging Markets,$,ProShares Ultra MSCI Emerging Markets,ProShares Ultra MSCI Emerging Markets,
5763,EZJ,ProShares Ultra MSCI Japan,USD,NYSE Arca,,"EZJ was created on 06/04/09 by ProShares. The ETF provides 2x leveraged exposure to the MSCI Japan Index, a market-cap weighted index which covers 85% of the float-adjusted market cap of the Japanese equity market.",0,,6/4/2009,ProShares Ultra MSCI Japan,ETF,[],[],40.9834,5752250,ProShares Ultra MSCI Japan,$,ProShares Ultra MSCI Japan ETF,ProShares Ultra MSCI Japan ETF,
5764,BIB,ProShares Ultra Nasdaq Biotechnology,USD,NASDAQ,,BIB was created on 04/08/10 by ProShares. The ETF provides 2x daily exposure to a modified market-cap-weighted index of biotechnology and pharmaceutical companies listed on NASDAQ.,0,,4/8/2010,ProShares Ultra Nasdaq Biotechnology,ETF,[],[],73.52,236683500,ProShares Ultra Nasdaq Biotechnology,$,ProShares Ultra NASDAQ Biotech,ProShares Ultra NASDAQ Biotech,
5765,DIG,ProShares Ultra Oil & Gas,USD,NYSE Arca,,DIG was created on 01/30/07 by ProShares. The ETF tracks the performance of large US oil and gas companies.,0,,1/30/2007,ProShares Ultra Oil & Gas,ETF,[],[],58.77,100593750,ProShares Ultra Oil & Gas,$,ProShares Ultra Oil & Gas,ProShares Ultra Oil & Gas,
5766,QLD,ProShares Ultra QQQ,USD,NYSE Arca,,QLD was created on 06/19/06 by ProShares. The ETF provides 2x leveraged exposure to a modified market-cap-weighted index of 100 large nonfinancial stocks listed on NASDAQ.,0,,6/19/2006,ProShares Ultra QQQ,ETF,[],[],98.3,2015370000,ProShares Ultra QQQ,$,ProShares Ultra QQQ,ProShares Ultra QQQ,
5767,URE,ProShares Ultra Real Estate,USD,NYSE Arca,,"URE was created on 01/30/07 by ProShares. The ETF provides 2x leveraged exposure to a market-cap-weighted index of large US real estate companies, including REITs.",0,,1/30/2007,ProShares Ultra Real Estate,ETF,[],[],60.83,144740395,ProShares Ultra Real Estate,$,ProShares Ultra Real Estate ETF,ProShares Ultra Real Estate ETF,
5768,UWM,ProShares Ultra Russell2000,USD,NYSE Arca,,UWM was created on 01/23/07 by ProShares. The ETF provides 2x leveraged exposure to a market-cap-weighted index of US small-cap companies.,0,,1/23/2007,ProShares Ultra Russell2000,ETF,[],[],69.58,199752000,ProShares Ultra Russell2000,$,ProShares Ultra Russell 2000 ETF,ProShares Ultra Russell 2000 ETF,
5769,SSO,ProShares Ultra S&P500,USD,NYSE Arca,,SSO was created on 06/19/06 by ProShares. The ETF provides 2x leveraged exposure to a market-cap-weighted index of 500 large- and mid-cap US companies selected by S&P.,0,,6/19/2006,ProShares Ultra S&P500,ETF,[],[],82.8,2577328000,ProShares Ultra S&P500,$,ProShares Ultra S&P 500 ETF,ProShares Ultra S&P 500 ETF,
5770,USD,ProShares Ultra Semiconductors,USD,NYSE Arca,,USD was created on 01/30/07 by ProShares. The ETF provides 2x exposure to a market-cap-weighted index that tracks the performance of large US semiconductor companies.,0,,1/30/2007,ProShares Ultra Semiconductors,ETF,[],[],87.31,63598500,ProShares Ultra Semiconductors,$,ProShares Ultra Semiconductors ETF,ProShares Ultra Semiconductors ETF,
5771,AGQ,ProShares Ultra Silver,USD,NYSE Arca,,"AGQ was created on 12/01/08 by ProShares. The ETF provides 2x the daily performance of silver bullion as measured by the fixing price, in US Dollars, for delivery in London.",0,,12/1/2008,ProShares Ultra Silver,ETF,[],[],44.05,170103728,ProShares Ultra Silver,$,ProShares Ultra Silver,ProShares Ultra Silver,
5772,SAA,ProShares Ultra SmallCap600,USD,NYSE Arca,,SAA was created on 01/23/07 by ProShares. The ETF provides 2x leveraged exposure to a market-cap-weighted index of 600 US small-cap companies.,0,,1/23/2007,ProShares Ultra SmallCap600,ETF,[],[],84.319,27835418,ProShares Ultra SmallCap600,$,ProShares Ultra SmallCap 600 ETF,ProShares Ultra SmallCap 600 ETF,
5773,ROM,ProShares Ultra Technology,USD,NYSE Arca,,ROM was created on 01/30/07 by ProShares. The ETF provides 2x leveraged exposure to a market-cap-weighted index that measures the performance of large US technology companies.,0,,1/30/2007,ProShares Ultra Technology,ETF,[],[],62.62,353292000,ProShares Ultra Technology,$,ProShares Ultra Technology ETF,ProShares Ultra Technology ETF,
5774,LTL,ProShares Ultra Telecommunications,USD,NYSE Arca,,LTL was created on 03/27/08 by ProShares. The ETF provides 2x exposure to a market-cap-weighted index of fixed-line and mobile telephone companies.,0,,3/27/2008,ProShares Ultra Telecommunications,ETF,[],[],36.5633,1119500,ProShares Ultra Telecommunications,$,ProShares Ultra Telecommunications ETF,ProShares Ultra Telecommunications ETF,
5775,UPW,ProShares Ultra Utilities,USD,NYSE Arca,,UPW was created on 01/30/07 by ProShares. The ETF provides 2x leveraged exposure to a price-weighted index that measures the performance of large US utilities companies.,0,,1/30/2007,ProShares Ultra Utilities,ETF,[],[],62.53,15733905,ProShares Ultra Utilities,$,0,ProShares Ultra Utilities,
5776,YCL,ProShares Ultra Yen,USD,NYSE Arca,,YCL was created on 11/24/08 by ProShares. The ETF provides a 2x multiple to the daily performance of the yen spot price against the US dollar as measured by Reuters.,0,,11/24/2008,ProShares Ultra Yen,ETF,[],[],57.6035,2715320,ProShares Ultra Yen,$,ProShares Ultra Yen ETF,ProShares Ultra Yen ETF,
5777,OILU,ProShares UltraPro 3x Crude Oil,USD,NYSE Arca,,,0,,,ProShares UltraPro 3x Crude Oil,ETF,[],[],0.2165,130977000,ProShares UltraPro 3x Crude Oil,$,0,ProShares UltraPro 3x Crude Oil,
5778,OILD,ProShares UltraPro 3x Short Crude Oil,USD,NYSE Arca,,,0,,,ProShares UltraPro 3x Short Crude Oil,ETF,[],[],45.32,23180915,ProShares UltraPro 3x Short Crude Oil,$,0,ProShares UltraPro 3x Short Crude Oil,
5779,UCOM,ProShares UltraPro Communication Services Select Sector,USD,NYSE Arca,,,0,,,ProShares UltraPro Communication Services Select Sector,ETF,,,25.221,980942270,ProShares UltraPro Communication Services Select Sector,$,0,ProShares UltraPro Communication Services Select Sector,
5780,UDOW,ProShares UltraPro Dow30,USD,NYSE Arca,,"UDOW was created on 02/11/10 by ProShares. The ETF provides 3x leveraged exposure to the price-weighted Dow Jones Industrial Average, which includes 30 of the largest US companies.",0,,2/11/2010,ProShares UltraPro Dow30,ETF,[],[],91.07,528632000,ProShares UltraPro Dow30,$,ProShares UltraPro Dow30,ProShares UltraPro Dow30,
5781,FINU,ProShares UltraPro Financial Select Sector,USD,NYSE Arca,,,0,,,ProShares UltraPro Financial Select Sector,ETF,[],[],24.33,30930330,ProShares UltraPro Financial Select Sector,$,0,ProShares UltraPro Financial Select Sector,
5782,UBIO,Proshares UltraPro Nasdaq Biotechnology,USD,NASDAQ,,,0,,,Proshares UltraPro Nasdaq Biotechnology,ETF,[],[],17.7652,29870082,Proshares UltraPro Nasdaq Biotechnology,$,0,Proshares UltraPro Nasdaq Biotechnology,
5783,TQQQ,ProShares UltraPro QQQ,USD,NASDAQ,,TQQQ was created on 02/09/10 by ProShares. The ETF provides 3x leveraged exposure to a modified market-cap-weighted index tracking 100 of the largest nonfinancial firms listed on NASDAQ.,0,,2/9/2010,ProShares UltraPro QQQ,ETF,[],[],143.53,8839424,ProShares UltraPro QQQ,$,0,ProShares UltraPro QQQ,
5784,URTY,ProShares UltraPro Russell2000,USD,NYSE Arca,,URTY was created on 02/11/10 by ProShares. The ETF provides 3x leveraged exposure to a market-cap-weighted index of US small-cap companies.,0,,2/11/2010,ProShares UltraPro Russell2000,ETF,[],[],54.18,105799500,ProShares UltraPro Russell2000,$,ProShares UltraPro Russell 2000 ETF,ProShares UltraPro Russell 2000 ETF,
5785,UPRO,ProShares UltraPro S&P 500,USD,NYSE Arca,,UPRO was created on 06/25/09 by ProShares. The ETF provides 3x leveraged daily exposure to a market-cap-weighted index of the largest and most liquid US companies.,0,,6/25/2009,ProShares UltraPro S&P 500,ETF,[],[],66.38,1416980500,ProShares UltraPro S&P 500,$,ProShares UltraPro S&P 500 ETF,ProShares UltraPro S&P 500 ETF,
5786,TTT,ProShares UltraPro Short 20 Year Treasury,USD,NYSE Arca,,"TTT was created on 03/27/12 by ProShares. The ETF provides 3x inverse exposure, reset daily, to an index that tracks the performance of US Treasury securities with remaining maturities greater than 20 years.",0,,3/27/2012,ProShares UltraPro Short 20 Year Treasury,ETF,[],[],31.98,51847975,ProShares UltraPro Short 20 Year Treasury,$,ProShares UltraPro Short 20+ Year Treasury,ProShares UltraPro Short 20+ Year Treasury,
5787,SCOM,ProShares UltraPro Short Communication Services Select Sector,USD,NYSE Arca,,,0,,,ProShares UltraPro Short Communication Services Select Sector,ETF,,,24.8841,0,ProShares UltraPro Short Communication Services Select Sector,$,0,ProShares UltraPro Short Communication Services Select Sector,
5788,FINZ,ProShares UltraPro Short Financial Select Sector,USD,NYSE Arca,,,0,,,ProShares UltraPro Short Financial Select Sector,ETF,[],[],6.12,979673,ProShares UltraPro Short Financial Select Sector,$,0,ProShares UltraPro Short Financial Select Sector,
5789,ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,USD,NASDAQ,,,0,,,ProShares UltraPro Short NASDAQ Biotechnology,ETF,[],[],10.0204,1898728659,ProShares UltraPro Short NASDAQ Biotechnology,$,0,ProShares UltraPro Short NASDAQ Biotechnology,
5790,SQQQ,ProShares UltraPro Short QQQ,USD,NASDAQ,,SQQQ was created on 02/09/10 by ProShares. The ETF provides 3x inverse exposure to a modified market-cap-weighted index of 100 of the largest nonfinancial issues listed on the NASDAQ.,0,,2/9/2010,ProShares UltraPro Short QQQ,ETF,[],[],19.64,1029344696,ProShares UltraPro Short QQQ,$,ProShares UltraPro Short QQQ,ProShares UltraPro Short QQQ,
5791,SRTY,ProShares UltraPro Short Russell2000,USD,NYSE Arca,,SRTY was created on 02/11/10 by ProShares. The ETF provides 3x inverse exposure to a market-cap-weighted index of US small-cap companies.,0,,2/11/2010,ProShares UltraPro Short Russell2000,ETF,[],[],5.33,55061162,ProShares UltraPro Short Russell2000,$,ProShares UltraPro Short Russell 2000 ETF,ProShares UltraPro Short Russell 2000 ETF,
5792,SPXU,ProShares UltraPro Short S&P500,USD,NYSE Arca,,SPXU was created on 06/25/09 by ProShares. The ETF provides (-3x) exposure to a market-cap weighted index of 500 of the largest and most liquid US companies.,0,,6/25/2009,ProShares UltraPro Short S&P500,ETF,[],[],6.97,9245481000,ProShares UltraPro Short S&P500,$,ProShares UltraPro Short S&P 500 ETF,ProShares UltraPro Short S&P 500 ETF,
5793,CROC,ProShares UltraShort Australian Dollar,USD,NYSE Arca,,CROC was created on 07/19/12 by ProShares. The ETF uses futures contracts to provide (-2x) leveraged inverse exposure to the US dollar price of the Australian dollar.,0,,7/19/2012,ProShares UltraShort Australian Dollar,ETF,[],[],49.9674,7993200,ProShares UltraShort Australian Dollar,$,ProShares UltraShort Australian Dollar ETF,ProShares UltraShort Australian Dollar ETF,
5794,SMN,ProShares UltraShort Basic Materials,USD,NYSE Arca,,"SMN was created on 01/30/07 by ProShares. The ETF provides -2x exposure to a market-cap-weighted index that measures the performance of companies involved in the production of certain metals, chemicals and paper products.",0,,1/30/2007,ProShares UltraShort Basic Materials,ETF,[],[],11.735,5717930,ProShares UltraShort Basic Materials,$,ProShares UltraShort Basic Materials ETF,ProShares UltraShort Basic Materials ETF,
5795,SCO,ProShares UltraShort Bloomberg Crude Oil,USD,NYSE Arca,,SCO was created on 11/24/08 by ProShares. The ETF provides -2x the daily return of an index that measures the performance of crude oil as reflected through futures contracts on light sweet crude oil.,0,,11/24/2008,ProShares UltraShort Bloomberg Crude Oil,ETF,[],[],15.01,93893682,ProShares UltraShort Bloomberg Crude Oil,$,ProShares UltraShort Bloomberg Crude Oil ETF,ProShares UltraShort Bloomberg Crude Oil ETF,
5796,KOLD,ProShares UltraShort Bloomberg Natural Gas,USD,NYSE Arca,,KOLD was created on 10/04/11 by ProShares. The ETF provides daily -2x exposure to an index that tracks natural gas by holding one second month futures contract at a time.,0,,10/4/2011,ProShares UltraShort Bloomberg Natural Gas,ETF,[],[],34.58,9609700,ProShares UltraShort Bloomberg Natural Gas,$,ProShares UltraShort Bloomberg Natural Gas ETF,ProShares UltraShort Bloomberg Natural Gas ETF,
5797,YCOM,ProShares UltraShort Communication Services Select Sector,USD,NYSE Arca,,,0,,,ProShares UltraShort Communication Services Select Sector,ETF,,,15.0931,0,ProShares UltraShort Communication Services Select Sector,$,0,ProShares UltraShort Communication Services Select Sector,
5798,SZK,ProShares UltraShort Consumer Goods,USD,NYSE Arca,,"SZK was created on 01/30/07 by ProShares. The ETF tracks the performance of companies that produce consumer goods such as autos, household products, cosmetics, food and tobacco.",0,,1/30/2007,ProShares UltraShort Consumer Goods,ETF,[],[],11.5428,1542786,ProShares UltraShort Consumer Goods,$,ProShares UltraShort Consumer Goods,ProShares UltraShort Consumer Goods,
5799,SCC,ProShares UltraShort Consumer Services,USD,NYSE Arca,,"SCC was created on 01/30/07 by ProShares. The ETF provides -2x exposure to a market-cap weighted index that tracks the performance of companies that produce consumer goods such as autos, household products, cosmetics, food and tobacco.",0,,1/30/2007,ProShares UltraShort Consumer Services,ETF,[],[],13.53,8853828600,ProShares UltraShort Consumer Services,$,ProShares UltraShort Consumer Services ETF,ProShares UltraShort Consumer Services ETF,
5800,DXD,ProShares UltraShort Dow30,USD,NYSE Arca,,"DXD was created on 07/11/06 by ProShares. The ETF provides 2x inverse exposure to the price-weighted Dow Jones Industrial Average, which includes 30 of the largest US companies.",0,,7/11/2006,ProShares UltraShort Dow30,ETF,[],[],13.69,131156626,ProShares UltraShort Dow30,$,0,ProShares UltraShort Dow30,
5801,EUO,ProShares UltraShort Euro,USD,NYSE Arca,,EUO was created on 11/25/08 by ProShares. The ETF provides a 2x inverse multiple to the daily performance of the euro spot price against the US dollar as measured by Reuters.,0,,11/25/2008,ProShares UltraShort Euro,ETF,[],[],24.23,143171000,ProShares UltraShort Euro,$,ProShares UltraShort Euro ETF,ProShares UltraShort Euro ETF,
5802,SKF,ProShares UltraShort Financials,USD,NYSE Arca,,SKF was created on 01/30/07 by ProShares. The ETF provides 2x inverse exposure to a market-cap-weighted index of US financial services companies.,0,,1/30/2007,ProShares UltraShort Financials,ETF,[],[],9.22,26251200,ProShares UltraShort Financials,$,ProShares UltraShort Financials,ProShares UltraShort Financials,
5803,FXP,ProShares Ultrashort FTSE China 50,USD,NYSE Arca,,FXP was created on 11/08/07 by ProShares. The ETF provides -2x exposure to a free-float-weighted index comprising 50 of the largest and most liquid Chinese stocks listed on the Hong Kong Stock Exchange.,0,,11/8/2007,ProShares Ultrashort FTSE China 50,ETF,[],[],32.52,33341844,ProShares Ultrashort FTSE China 50,$,ProShares UltraShort FTSE China 50 ETF,ProShares UltraShort FTSE China 50 ETF,
5804,EPV,ProShares UltraShort FTSE Europe,USD,NYSE Arca,,EPV was created on 06/18/09 by ProShares. The ETF provides a daily leveraged inverse (-2x) exposure to a market-cap-weighted index of European developed-markets equities.,0,,6/18/2009,ProShares UltraShort FTSE Europe,ETF,[],[],18.7516,59750048000,ProShares UltraShort FTSE Europe,$,ProShares UltraShort FTSE Europe,ProShares UltraShort FTSE Europe,
